text	rating	language	title
"Quand ecris cet avis, la note etait deja de 1.6 sur ce site.

Cette banque est oa banque de demain, aucune humanité, toute interaction importante ou non est algorithmique! 

Apres 5 appels, bonjour monsieur, vous envoyer ma nouvelle carte ou je ne vis plus... Oui nous savons mais notre donné qui vient du gouvernement est differente de ce que vous nous communiquer donc on peux pas.... Je peux rien faire... Ca fait maintenant 9 mois. Cette mascarade represente le miroir de notre société, si une info n est pas dans un tableau excel, c est forcément la mauvaise réponse. Oui l humain peux mal retranscrire mais dans une situation précise il peux faire quelque chose ui prend une seconde que le robot ne pourra jamais faire! Ca ne sera pas plus vert ailleurs mais je me donne deux ans pour sortir de cette banque.

Ce système me donne envie de vomir!"	1	fr	Quand un algorithme est plus important que l humain
"Je suis client depuis de nombreuses années, je n'ai jamais eu de souci avec la banque. Que ce soit au niveau de la plateforme informatique ou au niveau du service téléphonique. Maintenant, j'ai peut-être de la chance. Par rapport à d'autres banque comme Fortis que je quitte ou Delta Lloyd, il n'y a pas photo.
À voir avec le temps, aucune solution n'est idéal. Mais celle-ci est de loin une des moins mauvaises du marché à mon avis."	5	fr	Je suis client depuis longtemps
En septembre, cette banque faisait une offre où ils offraient 50€ à l’ouverture d’un compte. J’ai rendu tous les documents pour ouvrir mon compte. Nous sommes en décembre et je n’ai toujours aucune carte ni aucun compte ouvert.	1	fr	« Ouverture » d’un compte …
dans l'ensemble et par rapport aux banques standards, keytrade est bien.  c est gratuit, la visa a de bonnes assurances tout en étant gratuite si 12 achats par an, quelques problèmes technique sur amazon mais sinon, on peut dire qu'ils sont mieux que fortis en tout cas et que ca ne coute rien.	4	fr	bon produit avec garantie et gratuit...
"La pire banque. Le tranfert interbancaire ne fonctionne pas avec eux. Service clients inexistant, 2 semaines pour avoir une réponse par e-mail. Presque impossible de les contacter par téléphone, et quand vous avez quelqu'un, ce sont des réponses creuses. A la limite un ""allez vous faire voir"" de leur part serait moins hypocrite.
Paiement Amazon par Visa systématiquement refusé, il faut réessayer plusieurs fois avant que ca fonctionne. Et maintenant, ce sont les paiements Paypal qui sont refusés.
Il ferait mieux de se recycler dans la culture de patates."	1	fr	La pire des banques
"Ik heb proberen een rekening te openen voor mijn minderjarige zoon. Na 2 maanden krijg ik als reactie dat een document, dat ik dadelijk overmaak. Nogmaals 2 maand later krijg ik een weigering omdat ikzelf al klant zou.

Sinds augustus ben ik aan het wachten op een antwoord op mijn klacht.

Onbegrijpelijk hoe deze bank zo is kunnen afglijden."	1	nl	Lezen de aanvragen niet en reageren niet op klachten
Service clientèle hyper lent peu réactif. Il vous envoie de bureau en bureau bref énormément de perte de temps. A fuir absolument	1	fr	Service clientèle hyper lent…
Je n'apprécie pas du tout la nouvelle présentation et souhaiterais retourner à l'ancienne mais c'est très difficile de contacter par téléphone alors comment faire?	1	fr	Je n'apprécie pas du tout la nouvelle…
"Website is wel ok, en bijna alles kan digitaal. 
Maar daar stopt het ook. Het duurt soms meer dan een week om antwoord te krijgen op een (dringende) mail en aan telefoon is de behulpzaamheid ook niet altijd wat het moet zijn. Als je al iemand te pakken krijgt, want soms heb je na een half uur wachtmuziek nog altijd niemand...
Het rekeningsaldo klopt in veel gevallen niet (zogezegd volgende geld op de rekening volgens de website/app maar toch niet kunnen betalen in de winkel) wat mij toch een basisfunctie van een bank lijkt: kunnen zeggen hoeveel geld je hebt.
Spijtig genoeg heb ik mijn pensioensparen daar dus kan moeilijk weg."	1	nl	Website is min of meer ok. Al de rest niet.
Trekt op niets, kan zelfs niet traden	1	nl	Trekt op niets
"keytrade verandert zonder enig overleg hun ""look en feel"" ; niets terug te vinden, daardoor vrijdag blind aandelen verkocht, voortgaand op eigen historie.  Niets terug te vinden aan historie.  2 mails gestuurd, oa met vraag naar kosten om volledige portefeuille over te boeken naar andere bank.  Geen antwoord.  ondertussen via internet gezocht, zou rond de 42 eur zijn.  iemand ervaring met andere bank/broker die wel consistent is ?  denk nu aan mexem die uit de meeste vergelijkingen gunstig komt."	1	nl	keytrade verandert zonder enig overleg…
Je suis client depuis que j'ai quitté la Delta Loyd qui me volait depuis des années avec des coûts prohibitifs quand vous êtes pauvre!  Ici c'est juste l'inverse ... mes cartes bancaires sont gratuites y compris visa.  Mieux encore depuis que je me suis inscrits j'ai du recevoir des centaines d'euros en cashback à coup de 5 cents!  C'est d'autant plus vrai que j'achète souvent de petits objets en ligne!  Merci à Keytrade pour m'avoir permis de quitter l'enfer de Delta Loyd avec des conditions avantageuses pour tous!	5	fr	Je suis client depuis que j'ai quitté…Delta Loyd
Absoluut rommel. Geen antwoord op klachten, trading soms onmogelijk TE VERMIJDEN	1	nl	Absoluut rommel
Nieuwe layout doorgevoerd maar het  resultaat is een grote chaos. De koers van twee van mijn aandelen aandelen veranderden gedurende twee dagen eenvoudig niet en gaven dus een foutieve koers aan ondanks een sterke koersdaling. Gelukkig heb ik dit opgemerkt en zo een groot verlies vermeden. Ik heb dit gemeld aan Keytrade, (na een enorme lange wachttijd) en ze hebben de vorige layout terug geplaatst, een enorme opluchting. Voor mij is het duidelijk, als de nieuwe layout, een complete chaos, terug ingevoerd wordt verlaat ik onmiddellijk Keytrade!	1	nl	Nieuwe layout feedback
"""Wij zijn er klaar voor u ook "" niet dus het geheel trekt op niets vroeger was het duidelijk  nu is het chaos.
een order ingeven lukt maa how annuleren kan niet de knop ""annulatie "" komt en verdwijnt  kan dus na zeven pogingen 1 van de 2 orders annuleren . het 2 de order werd dus uitgevoerd omdat het niet kon geannuleerd worden. heel het systeem rammelt en staat niet op punt.
Het is een schande dat ze met een nieuwe versie op de markt durven komen die niet op punt staat."	1	nl	keytrade vernieuwd???
al meer dan een maand een rekening geopend op internet, nog altijd geen antwoord, probeer maar mailen of eens te bellen pfff uren wachten, begrijp niet dat ze de review niet zien, zou het beschamend vinden foei foei moetsen licentie afnemen	1	nl	al meer dan een maand een rekening…
Ik heb op 24 september een aanvraag gedaan om een bankrekening te openen voor mijn zoon die op 29 september 12 jaar zou worden. We zijn vandaag 22 november (bijna 2 maanden later) en na 15 tal mails nog steeds geen stap verder bij een rekening. Heb zonet mijn laatste mail gestuurd. Als ik deze week geen bankrekening heb, mogen ze het in hun gat steken.	1	nl	Na 2 maanden nog steeds geen bankrekening...
Très content de cette banque que je préfère à Fortis	5	fr	Très content de cette banque que je…
onmogelijk om nog maar een rekening te openen, zelfs met E-ID reader en alle stappen meermaals te volgen, geeft al geen goed gevoel voor de verder service...	1	nl	onmogelijk om nog maar een rekening te…
"Je ne peux que confirmer. Le service par téléphone est désastreux. Il faut attendre minimum 30 minutes pour avoir un interlocuteur qui n'aide pas vraiment. Pour obtenir une réponse aux emails, là aussi il faut être (très) patient.
Lorsque tout est en ordre, disons quand même que le service bancaire proprement dit cela fonctionne plutôt bien. Carte VISA gratuite et rémunération (5 cents par transaction), c'est plutôt sympa."	3	fr	Je ne peux que confirmer
"Een grap van een bank, wegens goed hypotheek voorstel hier ingestapt. Doe dit niet! Na drie maanden heb ik nog steeds geen toegang tot mijn bankrekening waardoor de hypotheek betalen zeer moeilijk is natuurlijk. 

Klantendienst mag je overspoelen met mails, hulp komt er niet. Kortom, blijf hier weg van."	1	nl	Een grap van een bank
"Een nieuwe rekening openen blijkt heel moeilijk te gaan.
Alle documenten in orde. Na bijna 2 weken nog altijd niet in orde.
Verschillende telefoontjes...""geduld hebben"", is het enige wat ze van antwoord zijn."	1	nl	nieuwe rekening openen
"Ik ben al lang klant maar de service gedaald naar ongeveer 0,0.
Ik heb redelijk goeie zaken gedaan op de beurs via Keytrade als broker maar heb al eens 30000€ verlies geleden omdat ik onnodig eerst een vragenlijst voor complexe producten moest invullen voor de aankoop van gewoon een rechtaan rechtoe aandeel op de Nasdaq! Nu laatst weer een farce. Ik sta al sind februari op de uitkijk om er weer eentje te kopen op de Nasdaq en de timing was perfect...maar dat was buiten Keytrade gerekend want ze bleken dit niet aan te bieden !!!??? ondertussen is er 8% winst aan mn neus voorbij gegaan (in 3 dagen en dat is geen zever). Het is een aandeel dat tijdens de gewone handelsuren verhandeld wordt. Ik heb 3 dagen geleden een mail gestuurd met een vraag hierover maar nog altijd geen antwoord gekregen. Ik lees hier wel meer verhalen dat ze Keytrade redelijk de mist in gaat. 
...en valuta wisselen (dollar/euro) kost ook al een dag!!
Ze hebben al veel geld verdiend aan klanten zoals ik maar daar komt een einde aan. 
Mijn effecten zal ik voortaan via Bolero verhandelen en Keytrade bank kan de p*t op.
BLIJF VOOR EFFECTEN WEG VAN KEYTRADE BANK!"	1	nl	Ik ben al lang klant maar de service…
"J'ai ouvert un compte en ligne à la mi-septembre (le 16/09/21).
L'ouverture traine, je téléphone donc 10 jours plus tard et on me répond que c'est normal qu'il y a du retard sur l'acceptation des demandes.
10 jours plus tard, n'ayant toujours pas de nouvelles, je les recontactes. Après 30 minutes d'attente, on me répond qu'il y a un problème avec ma carte d'identité et qu'il faut que je la renvoi. Ce que je fait immédiatement. Et je reçois un accusé m'indiquant que tout est bien en ordre et qu'ils vont pouvoir procéder à l'ouverture du compte.

Voila maintenant 15 jours que j'attends depuis ce dernier mail et toujours rien. J'ai tenté de leur téléphoner plusieurs fois mais jamais de réponse. Le plus longtemps que j'ai attendu au téléphone est 1h30 !!! Sans réponse. 

Bref à fuir.
Ils ne vendent que du vent.

Le seul point positif pour justifier les 1 étoile (on peut pas mettre 0). Est que leur musique d'attente est plutot sympas..."	1	fr	Impossible de devenir client (et tant mieux au final)
"Geert Alderson van stock.transfers keytradebank en Test-Aankoop waren me zeer behulpzaam bij de moeizame overdracht van mijn port van Binck naar Keytrade.
Eigen ervaring: bij problemen met banken en effectenmakelaars (EN: 'broker') moet men niet bij de pakken blijven zitten, van zijn hart geen moordkuil maken. Over Binck leest men tegenwoordig erge  verhalen. Er moeten vandaag de dag velen met gezondheidsproblemen rondlopen wegens onzekerheid en/of ergernis. Volgens dokter Vogel is ergernis zelfs de voornaamste oorzaak van een gekende slepende ziekte.

Aanvulling.
Vele banken hebben het blijkbaar moeilijk om het hoofd boven water te houden. Ze leefden immers traditioneel van het verschil tussen debet- en creditrente (de rentemarge). De gevolgen zijn dan ook besparingen en ontslagen. Binck zal honderden zeer ervaren personeelsleden aan de deur zetten (zie outline. /WjpNuf). Veel klachten zijn m.i. het gevolg van onkunde en/of onwil (dat laatste bij banken in moeilijkheden).
Mijn raad: de zaak in het oog houden, stil zitten zo mogelijk en hopen op betere tijden (die lijken toch reeds aangebroken)."	5	nl	Zeer behulpzaam
Paiement refusé avec visa sur Amazon !	1	fr	Paiement refusé avec visa sur Amazon !
"Deze internet bank omschrijf je het best als een 'low cost' bank. En zoals bij vele 'low cost' bedrijven is de service het pijnpunt. Als je éénmaal alle bancaire benodigdheden hebt, zoals gebruikersnaam en bankkaarten en geautoriseerd om in te loggen, enz ..., dan is deze bank zeker aan te raden. Maar ik geef toe: uw geduld word soms erg op proef gesteld. Als je alles op z'n beloop laat, kan het soms 1 maand of langer duren voor alles in orde is.

Voordelen :
- gratis bankrekeningen
- gratis debietkaart
- gratis kredietkaart (indien minimaal 12 verrichten per jaar)
- 5 eurocent bonus voor iedere verrichting.
- gebruiksvriendelijke interface.

Nadelen: 
- de service. Ik beaam de vele negatieve reviews op deze en andere review-websites.
- beursbeleggingen zijn niet de goedkoopste.
- de app voor je mobiele telefoon of je tablet mankeert enkele basis bankfuncties zoals download van verrichten en uittreksels.
- Geen (universele) ISTME inlog procedure.

Hopelijk heb je iets aan mijn review."	3	nl	Geduld loont
Service client exécrable, on se demande même à quoi il sert. Je demande un rdv, on me répond qu’un numéro belge est obligatoire. Donc si je comprends bien, je n’ai pas le droit d’avoir un numéro étranger, même si je souhaite investir en Belgique. Du jamais vu! Apparemment ils n’ont pas besoin de nouveaux clients.	1	fr	Service client exécrable
Ik had na wat dingen in te vullen direct een rekening die ik direct kon gebruiken ook heb ik binnen de 2 weken mijn bankkaart en code gescheiden door een paar dagen ontvangen. Ook heb ik na 5 verrichtingen te doen (minimum van 1 euro) nog 50 euro welkomst geschenk op mijn rekening gehad dus voorlopig super positief..	5	nl	Ik had na wat dingen in te vullen…
"Ik heb 5 weken geleden een aanvraag ingediend om een gemeenschappelijke rekening te openen. Na een week krijg ik de vraag om extra documenten te ondertekenen, daarna 4 weken geen nieuws. Helpdesk gebeld (15 minuten wachttijd), waar iemand mij zei dat ""ze er mee bezig zijn"". Kon geen termijn geven tegen wanneer het dan in orde zou zijn.

Ik ga deze namiddag gewoon naar een fysiek bankkantoor, waar ik na 30 minuten buitenwandel met een rekening.

Voor een internet-bank is goede en snelle hulpverlening onontbeerlijk, en dit is helaas zwaar ondermaats bij Keytrade."	1	nl	Nagenoeg onmogelijk om een rekening te openen
bad experience, I wanted to open an account for my mother with a promo code, but 1 month later the account is still not opened ! and promo code timing is now passed... their promos code is just like a scam and a deception to attract  new customers	1	en	bad experience
Ik lees hier telkens dezelfde klachten. Ik probeer al een half jaar mijn oude rekening te openen. Telefoneren heeft geen zin want niemand neemt op. Nog nooit meegemaakt dat een bank zo amateuristisch tewerkgaat anno 2021. Absoluut geen aanrader om nieuwe klant te worden ...	1	nl	Ik lees hier telkens dezelfde klachten
A fuir , le service clientèle est injoignable (j'ai essayé de les joindre à plusieurs reprises et pendant plus de 30 minutes à différents moments de la journée)	1	fr	A fuir
Ça fait plus de 1 mois que j'ai fais une demande d'ouverture de compte à vue dans cette banque, tous les doc demandés ont été envoyés et je n'ai toujours pas eu de confirmation d'ouverture de compte, ni quoi que ce soit d'autre, ce n'est pas professionnel du tout.	1	fr	Plus de 1 mois pour une ouverture de compte bancaire !
If you're looking to open a joint banking account, keytrade bank is not the place for you. My partner and I were hoping to open a joint account to manage our expenses while on vacation. Two months and a vacation later, our bank account still hasn't been opened. We have tried reaching out to Keytrade Bank several times but have received little to no information about the progress of our request.	1	en	Very slow and bad customer service
Geld dat op een geblokkeerde rekening staat na een overlijden wordt niet vrijgegeven. We zijn ondertussen 6 maand verder. Een nieuwe rekening openen lukt ook niet, maar dat geeft niet, want ik moet ze niet meer hebben. Klantendienst reageert zeer traag en naast de kwestie. Zeer amateuristisch en gewoonweg diefstal. Waarom bestaat deze bank nog?	1	nl	Slechtste bank aller tijden.
"The web site and banking application are easy to look at and work.  

Their Softkey ( fancy name for QR code authentication scanning ), mostly doesn't work except for making bank transfers.

Their investing and trading app looks excellent. Except it is impossible to place a trade. Why? Because placing any order requires the completion of KeyTrade's in house vetting programme, which consists of an examination on trading and investing. I've been trading with other brokers for more than ten years, and have made money. Yet I was unable to satisfy  Keytrade, and as such they would not ever let me buy one share in an ETF, or common stock! After trying on and off for more than three years, I have given up and shall carry on with one of their competitors. 

I was going to have my mortgage with them,but the web site and mobile don't work with much else, so I did not take the risk with a mortgage. There is no one to speak with: I cannot just pick up the telephone can call them.

Bureaucraticy: The banking procedures are cumbersome and insanely bureaucratic, and bar is set high for insane bureaucracy in Belgium.

Telephone Support: they have a phone number, but never answer it.  Waste of line rental, if you ask me.

Email support: Always a 24 hours delay.  

WhatsApp/SocialMedia: I will not use WhatsApp or Facebook so I shan't contact them through those mediums. 

There are much easier Belgian banks to deal with, and there are much easier investment fintech startups to deal with than KeyTrade.

I cannot recommend KeyTrade."	1	en	Keytrade Bank offers potential but is let down by bureaucracy, poor support, and barriers to entry
Keytrade à décidé d'augmenter la sécurité de la carte visa... Du jour au lendemain, ma carte est refusée sur la plupart des sociétés de vente en ligne, dont Amazon ! Je demande à ce que cela fonctionne comme avant, on m'envoie bouler. Aucune solution proposée et ils ne répondent pas à mes mails ou Messenger (juste pour dire... Tant pis pour vous). Bref si la visa est devenue inutile, la banque keytrade également. Direction une autre banque qui aura un minimum de respect pour ses vieux clients	1	fr	Keytrade n'en à rien à faire...
Zeer lang klant, maar nu komt er een vraag wie de begunstigde is en dan nog een kopie van de pas van de tweede begunstigde en sluiten ze inmiddels de zakelijke rekening ??? nog nooit meegemaakt	1	nl	Zeer lang klant
Deze bank sluit gewoon een zakelijke rekening / halen ze weg ? Terwijl alle gegevens zijn ingediend👎 Wegblijven	1	nl	Deze bank sluit gewoon een zakelijke…
"I have mixed feelings about Keytrade Bank Luxembourg, and it's mainly about customer service. I have opened an account with them in June (2021) or somewhere in that time of year. I'm doing this as a non-EU resident and a lot was asked from me to be sent to them physically (which is fine by me as I respect their KYC procedures). I asked them if they could first check the scanned versions of those documents before I send anything by post. They said OK - appreciated! My account was opened like a week after them receiving everything - not lightning fast but acceptable. Then, there was a problem for them to send me my bank details (access code + other stuff) by post. After waiting for almost a month, if not more, I assumed that my bank details were lost (which is also understandable because international postal services could be wacky sometimes). I then called them. The representative offered to send another copy by FedEx, I said OK thank you. The second delivery arrived without any problem. At that point, I had a very good impression about the bank: responsible, helpful customer services, etc., but then, the glitch started. In early August, I found an unrecognized charge to my current account of 137 euros plus some change. I contacted customer service and they said that was the delivery cost. Wait!? Neither was the existence nor the (actual or estimated) amount was mentioned during my call to the customer service. Neither was I offered a choice to use regular mail again nor was this explicitly mentioned in their price list. (OK there is a footnote in their pricing list on postal charges for sending Hardkey outside the EEA but that was only for the Hardkeys as how I perceived it. And such a charge could be avoided by not asking for a Hardkey and stick to the Softkey.)

I then contacted customer support and ask for a refund of such a hidden charge, as this is clearly, and by definition, a hidden charge. As how I see it, my email was pretty polite and as soft as possible - I do not want to offend anyone. However, the reply was a joke - pretty much like a kid defending him/herself knowing (and admitting) that he/she did something wrong. They admitted that they should inform me but refuse to refund anything. In addition, three hilarious points were raised by the representative:
1. I should have expected them to send my bank details to me by FedEx at the time of account opening 
	Exactly, how???
2. Their main target market is the European market but not the Asian market
	So I'm not welcomed???
3. At the time I stored my money in my savings account and ""this is not the purpose of the service our bank offers"" 
	So you are trying to push me into something??? In fact I was trying to subscribe to their ""KeyPrivte"" portfolio at the time and certainly when you log in and see an unrecognized charge, you hold on first. Then, the second move you take is to transfer the money from the current account to the savings account to protect any further charge in this line. (I literally thought my account was somehow compromised at that time.)

If a bank could hidden-charge you for one thing, it could hidden-charge you for everything. I hate this hidden charge thing, especially when it comes to a bank. Price/commission being high/low, not a problem as long as everything is made clear so clients could make informed decisions. For a single wrongdoing, a bank could lose the clients' trust very easily. Banking is all about trust.

Here comes a small positive experience from a different issue. I was trying to transfer my money from my account to an external account of mine. I found that I couldn't do so as their online banking system refused to continue saying they do not hold sufficient info about me. I was pretty scared at that time and I called customer service. They promised to check it with their compliance team and contact me. After like half an hour, they emailed me saying that my account was unlocked - on this particular point, the customer service was efficient and helpful. (You could also argue that this is something of their job anyway, true.)

My feeling is that the bank is largely legit, but some of the customer service representatives could be very unprofessional and rude. And they (the management team) do not necessarily care about the customer experiences that much.

All in all, I would advise people to think twice before engaging with Keytrade Luxembourg, as there might be little glitches here and there."	2	en	Keytrade Bank Luxembourg
Op 28 Juni gevraagd om mijn bestaande rekening terug open te zetten, vandaag 30 Augustus nog steeds niets gebeurt, al 10 x Helpdesk gebeld 13 documenten doorgestuurd en nog steeds niks. Wel ze mogen de rekening steken waar de zon nooit schijnt, wat een kl...bank is dit geworden, blijf er gewoon weg. Ik zoek wel een andere oplossing	1	nl	Als je eens graag met je voeten wil laten spelen.....
Tried to open an account, after one month I managed to do so. To activate the account, however, I had to use the smartphone. The app was showing the message “unknown error”. I asked for help and I didn’t get any. Closed the account immediately.	1	en	Keytrade Luxembourg: a waste of time
Ne mérite même pas une étoile, contact zéro, désagréable, sans compter que l argent pour les domiciliations doit être sur le compte 24h voir 48h avant sinon la domiciliation ne part pas et lorsqu'elle ne part pas rien ne nous averti, virement impossible après un certain montant sur appli obligation de se connecter via le site internet, sans compter que pour se connecter via le site il faut scanner un code QR qu on doit prendre en photo et qu on doit scanner avec le même téléphone, donc obligation d avoir toujours une personne tierce pour ouvrir le compte ainsi que de payer via site. Une vrai m..... Et pour couronner le tout, on ne peut verser du liquide sur le compte uniquement un retrait. Un Zéro pointer.	1	fr	Ne mérite même pas une étoile
Personnel peu aimable, impossible de payer en ligne via leur application et le personnel vous prend de haut! Je ne recommande surtout pas !	1	fr	Personnel peu aimable
"Keytrade c'est un peu comme ""c'est pas mauvais, mais c'est pas terrible non plus!"".
J'étais cliente chez ING jusqu'en Avril 2021, j'ai changé à Keytrade car ING devenait payant pour les + de 25ans et je doit dire que Keytrade est sérieusement à la masse niveau technologie.
Je fais donc un récapitulatif des + et des - par rapport aux autre banques:
Positif:
+ compte à vue et épargne gratuit peu importe l'âge
+ on a 5cent de gagné par transaction. On gagne plus d'argent grâce à cet avantage que sur un compte épargne (il faudra cependant voir quel va être le retour de pédale pour compenser cela côté Keytrade...)
+ 50€ d'offert en devant client
+ banque en ligne sympa et pratique (et chouettes couleurs)

Négatif:
- pas de QR code pour les virements instantanés (gros retard technologique)
- le week-end faire une transaction entre vos comptes épargne et à vue met 2 heures avant d'arriver sur le compte à vue: je me suis retrouvée sans argent pendant 2 heures en vacances à cause de ça: chez ING vous avez l'argent direct en quelques secondes (gros retard technologique)
- service client contradictoire: ils se contredisent entre eux (l'un dit ""on accepte les chèques FR"", on envoie le chèque original et finalement, quand on rappelle après une semaine sans nouvelle, l'autre collègue dit ""on n'accepte pas les chèques FR"")"	3	fr	"Keytrade ""c'est pas mauvais, mais c'est pas terrible non plus!"""
"Ik wou overstappen van bank voor zowel investing en zowel voor mezelf, mijn man als kinderen. 

Als je als nieuw klant een aanvraag doet voor de (gratis) visakaart mag je eerst 2 weken wachten voor je een antwoord krijgt.  Vervolgens krijg je 1 zinnetje uitleg:  'je aanvraag werd geweigerd'.  Geen uitleg.  

Via de klantendienst vraag je de voorwaarden aan.  Ik denk dat ik aan al deze voorwaarden voldoe.  Helaas wou men me niet vertellen waarom mijn dossier niet goedgekeurd werd.

Niet klantgericht,  lang wachten, ... teleurstellend."	1	nl	Rotslechte klantendienst en gratis visakaart is helaas een fabeltje
Interessante rentes voor hypothecaire kredieten, maar voor dagelijks bankieren zou ik hier NOOIT klant worden. Extreem omslachtige manieren van werken en aanmelden.  Ik wacht al twee weken op een nieuwe inlogcode. Telefonische helpdesk is puur tijdverlies.	1	nl	Omslachtige manier van werken en slechte service.
Un mois que je n'ai plus d'accès à mes comptes banquaire. Service client d'une nulité sans nom, une semaine d'attente pour une réponse à coté de la plaque, une autre pour autre réponse tout aussi médiocre ... Voila un mois que cela dure ... Un mois ... C'est trop long pour une banque ...	1	fr	Un mois que je n'ai plus d'accès à mes…
"Na het overlijden van onze opa al een maand aan het wachten op deze bank om te weten te komen of er nog openstaande rekeningen op zijn naam zijn.
Al sinds 15 juli worden onze mails volledig genegeerd. Telefonisch nemen ze ook niet op. Ik zou hier nooit een rekening openen (dat is ook te zien aan de andere reviews)."	1	nl	Antwoorden op geen enkele mail
Zeer hevige nalatigheid bij successiedossier. Dossier laten liggen tot laatste week. Na afronding successie vertikken ze het om rekeningen vrij te geven. Mijn inziens is dit een criminele organisatie. Bank onwaardig. Personen aan de telefoon kunnen u niet doorverwijzen naar juiste afdeling, ondanks eerder keuzemenu. Blijf zo ver mogelijk weg van deze instelling. Echt maffia en onprofessioneel.	1	nl	Zeer hevige nalatigheid bij…
Personnellement aucun soucis, 5 jours ouvrables cartes et comptes opérationnel.	5	fr	Personnellement aucun soucis
"HORRIBLE- À FUIR 
Le service client en plus d’être désagréable ne sont jamais joignable ! De plus lorsqu’il y a un problème toujours aucun transféré de l’argent qui était sur ma carte volée depuis 3SEMAINES !! N’y aller jamais. 
Très mauvais et application la plus nulle du monde
Dernière actualité : toujours aucune nouvelles depuis 2mois... Ils me fatiguent"	1	fr	HORRIBLE- À FUIR
Client depuis 15 ans à la fois à titre personnel et pour mon entreprise , le centre d'appel est difficilement joignable et inefficace ,on se demande s'il y a quelqu'un au  front comme au back office  ... sans raison un virement en provenance de France a été renvoyé sur le compte de l'émetteur , du jamais vu dans ma carrière . La seule chose qu'ils savent faire c'est de faire poireauter les clients au téléphone . il y a mieux maintenant en Belgique !	1	fr	Client depuis 15 ans à la fois à titre…
"Klantendienst is onvriendelijk en bij het openen van een rekening krijg ik de melding ""Vanwege de huidige situatie verwerken we daarom geen aanvragen meer voor het openen van rekeningen voor rechtspersonen. U kunt in september opnieuw contact met ons opnemen om meer te weten te komen over het actualiseren van onze beslissingen met betrekking tot de opening van bedrijven."".  Wat moet ik daar onder verstaan?????"	1	nl	Klantendienst is onvriendelijk en bij…
"This is worst bank customer service I have ever dealt with. Takes few weeks before they respond to mails.
If you call, every time you get other person on the phone and you have to explain the problem & situatian again. After more then 1 month my problem is still not solved."	1	en	Bad customer service
"Nu al enkele maanden problemen met de visa kaart. Op mails krijg je geen antwoord en als je dan opbelt idd (zoals hier al vele malen vermeld)moet je nog 15 minuten minimum luisteren naar en veel te luid irritant muziek.
Kreeg ik een zeker Frederick aan de lijn die alles behalve vriendelijk was, en nog zei de volgende keer onmiddellijk u kaart activeren wat ik trouwens gedaan had. Maar ja ik mocht blijkbaar niks zeggen , want meneer kon anders niet volgen, zette hij me dan maar terug in wacht! 
Jammer dat er tal van beleggingen en zo daar lopen want anders was ik naar de concurrent.
Dan had  ik ook een vraag betreffende mijn man en kreeg ik gewoon dan belt hij zelf mevr.
Vraag ik,me af wanneer, hij werkt tot 17 u en kan moeilijk op zijn werk 30 min aan de telefoon hangen enkel om een nieuwe Hardkey te vragen
Hulp is echt ondermaats
Hopelijk doen ze eens iets met al die reviews want het regent klachten"	2	nl	Nu al enkele maanden problemen met de…
